Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
BMW 328d	2	4	SemiAuto-8	2WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N47	small car	5	32	42	36	7	No	284
BMW 328d	2	4	SemiAuto-8	2WD	Diesel	CA	U2	California LEV-II ULEV	GBMXV02.0N47	small car	6	32	42	36	7	Yes	284
BMW 328d	2	4	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N47	small car	5	30	40	34	7	No	299
BMW 328d	2	4	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	GBMXV02.0N47	small car	6	30	40	34	7	Yes	299
BMW 328d Sports Wagon	2	4	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N47	station wagon	5	30	40	34	7	No	299
BMW 328d Sports Wagon	2	4	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	GBMXV02.0N47	station wagon	6	30	40	34	7	Yes	299
BMW 328i	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small car	5	22	34	26	6	No	337
BMW 328i	2	4	Man-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small car	6	22	34	26	6	No	337
BMW 328i	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small car	5	23	35	27	6	No	327
BMW 328i	2	4	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small car	6	23	35	27	6	No	327
BMW 328i	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	23	35	27	6	No	327
BMW 328i	2	4	SemiAuto-8	2WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	23	35	27	6	No	327
BMW 328i	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	22	34	26	6	No	338
BMW 328i	2	4	SemiAuto-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	22	34	26	6	No	338
BMW 328i Gran Turismo	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	large car	5	22	34	26	6	No	338
BMW 328i Gran Turismo	2	4	SemiAuto-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	large car	8	22	34	26	6	No	338
BMW 328i Sports Wagon	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	station wagon	5	22	34	26	6	No	338
BMW 328i Sports Wagon	2	4	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	station wagon	6	22	34	26	6	No	338
BMW 335i Gran Turismo	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	large car	5	20	30	23	5	No	374
BMW 335i Gran Turismo	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	large car	6	20	30	23	5	No	374
BMW 340i	3	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GBMXV03.0B58	small car	6	20	30	23	5	No	384
BMW 340i	3	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GBMXV03.0B58	small car	6	20	30	23	5	No	384
BMW 340i	3	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GBMXV03.0B58	small car	6	22	33	26	6	No	346
BMW 340i	3	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GBMXV03.0B58	small car	6	22	33	26	6	No	346
BMW 340i xDrive	3	6	Man-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GBMXV03.0B58	small car	6	20	29	23	5	No	385
BMW 340i xDrive	3	6	Man-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GBMXV03.0B58	small car	6	20	29	23	5	No	385
BMW 340i xDrive	3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GBMXV03.0B58	small car	6	22	33	26	6	No	346
BMW 340i xDrive	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GBMXV03.0B58	small car	6	22	33	26	6	No	346
BMW 428i Convertible	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	23	34	27	6	No	334
BMW 428i Convertible	2	4	SemiAuto-8	2WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	23	34	27	6	No	334
BMW 428i Convertible	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	21	33	25	6	No	353
BMW 428i Convertible	2	4	SemiAuto-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	21	33	25	6	No	353
BMW 428i Coupe	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small car	5	22	34	26	6	No	337
BMW 428i Coupe	2	4	Man-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small car	6	22	34	26	6	No	337
BMW 428i Coupe	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small car	5	23	35	27	6	No	327
BMW 428i Coupe	2	4	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small car	6	23	35	27	6	No	327
BMW 428i Coupe	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	23	35	27	6	No	327
BMW 428i Coupe	2	4	SemiAuto-8	2WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	23	35	27	6	No	327
BMW 428i Coupe	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	22	34	26	6	No	338
BMW 428i Coupe	2	4	SemiAuto-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	22	34	26	6	No	338
BMW 428i Gran Coupe	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small car	5	23	34	27	6	No	334
BMW 428i Gran Coupe	2	4	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small car	6	23	34	27	6	No	334
BMW 428i Gran Coupe	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	23	34	27	6	No	334
BMW 428i Gran Coupe	2	4	SemiAuto-8	2WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	23	34	27	6	No	334
BMW 428i Gran Coupe	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0N26	small car	5	22	34	26	6	No	338
BMW 428i Gran Coupe	2	4	SemiAuto-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	GBMXV02.0N26	small car	8	22	34	26	6	No	338
BMW 435i Convertible	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	31	24	5	No	375
BMW 435i Convertible	3	6	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	31	24	5	No	375
BMW 435i Convertible	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	29	23	5	No	382
BMW 435i Convertible	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	29	23	5	No	382
BMW 435i Coupe	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	30	23	5	No	383
BMW 435i Coupe	3	6	Man-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	30	23	5	No	383
BMW 435i Coupe	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	19	28	22	5	No	398
BMW 435i Coupe	3	6	Man-6	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	19	28	22	5	No	398
BMW 435i Coupe	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	31	24	5	No	370
BMW 435i Coupe	3	6	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	31	24	5	No	370
BMW 435i Coupe	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	30	23	5	No	374
BMW 435i Coupe	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	30	23	5	No	374
BMW 435i Gran Coupe	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	31	24	5	No	370
BMW 435i Gran Coupe	3	6	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	31	24	5	No	370
BMW 435i Gran Coupe	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	30	23	5	No	374
BMW 435i Gran Coupe	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	30	23	5	No	374
BMW 528i	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	midsize car	5	23	34	27	6	No	334
BMW 528i	2	4	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	midsize car	6	23	34	27	6	No	334
BMW 528i	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	midsize car	5	22	34	26	6	No	338
BMW 528i	2	4	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	midsize car	6	22	34	26	6	No	338
BMW 535d	3	6	SemiAuto-8	2WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0N57	midsize car	5	26	38	30	6	No	335
BMW 535d	3	6	SemiAuto-8	2WD	Diesel	CA	U2	California LEV-II ULEV	GBMXV03.0N57	midsize car	6	26	38	30	6	No	335
BMW 535d	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0N57	midsize car	5	26	37	30	6	No	338
BMW 535d	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	GBMXV03.0N57	midsize car	6	26	37	30	6	No	338
BMW 535i	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	midsize car	5	20	31	24	5	No	375
BMW 535i	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	midsize car	6	20	31	24	5	No	375
BMW 535i	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	midsize car	5	20	29	23	5	No	382
BMW 535i	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	midsize car	6	20	29	23	5	No	382
BMW 535i Gran Turismo	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	large car	5	19	28	22	5	No	403
BMW 535i Gran Turismo	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	large car	6	19	28	22	5	No	403
BMW 535i Gran Turismo	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	large car	5	18	26	21	5	No	418
BMW 535i Gran Turismo	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	large car	6	18	26	21	5	No	418
BMW 550i	4.4	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	midsize car	5	17	25	20	4	No	452
BMW 550i	4.4	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	midsize car	6	17	25	20	4	No	452
BMW 550i	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	midsize car	5	16	25	19	4	No	463
BMW 550i	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	midsize car	6	16	25	19	4	No	463
BMW 640i	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	31	24	5	No	370
BMW 640i	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	31	24	5	No	370
BMW 640i	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	29	23	5	No	382
BMW 640i	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	29	23	5	No	382
BMW 640i Convertible	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	31	24	5	No	375
BMW 640i Convertible	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	31	24	5	No	375
BMW 640i Convertible	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	29	23	5	No	382
BMW 640i Convertible	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	29	23	5	No	382
BMW 640i Gran Coupe	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	31	24	5	No	375
BMW 640i Gran Coupe	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	31	24	5	No	375
BMW 640i Gran Coupe	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0F10	small car	5	20	29	23	5	No	382
BMW 640i Gran Coupe	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0F10	small car	6	20	29	23	5	No	382
BMW 650i	4.4	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	17	25	20	4	No	452
BMW 650i	4.4	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	17	25	20	4	No	452
BMW 650i	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	16	25	19	4	No	463
BMW 650i	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	16	25	19	4	No	463
BMW 650i Convertible	4.4	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	17	25	20	4	No	452
BMW 650i Convertible	4.4	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	17	25	20	4	No	452
BMW 650i Convertible	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	15	24	18	4	No	484
BMW 650i Convertible	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	15	24	18	4	No	484
BMW 650i Gran Coupe	4.4	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	17	25	20	4	No	452
BMW 650i Gran Coupe	4.4	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	17	25	20	4	No	452
BMW 650i Gran Coupe	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	15	24	18	4	No	484
BMW 650i Gran Coupe	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	15	24	18	4	No	484
BMW 740i	3	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GBMXV03.0B58	large car	6	21	29	24	5	No	371
BMW 740i	3	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GBMXV03.0B58	large car	6	21	29	24	5	No	371
BMW 750i	4.4	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	large car	5	17	25	20	4	No	436
BMW 750i	4.4	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	large car	6	17	25	20	4	No	436
BMW 750i	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	large car	5	16	25	19	4	No	459
BMW 750i	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	large car	6	16	25	19	4	No	459
BMW ActiveHybrid 5	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0AH5	midsize car	5	23	30	26	6	No	346
BMW ActiveHybrid 5	3	6	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0AH5	midsize car	6	23	30	26	6	No	346
BMW Alpina B6 Gran Coupe	4.4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4N63	small car	5	15	24	18	4	No	484
BMW Alpina B6 Gran Coupe	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV04.4N63	small car	6	15	24	18	4	No	484
BMW M235i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	19	28	22	5	No	395
BMW M235i	3	6	Man-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	19	28	22	5	No	395
BMW M235i	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	31	24	5	No	370
BMW M235i	3	6	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	31	24	5	No	370
BMW M235i	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	30	23	5	No	374
BMW M235i	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	30	23	5	No	374
BMW M235i Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	19	26	22	5	No	408
BMW M235i Convertible	3	6	Man-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	19	26	22	5	No	408
BMW M235i Convertible	3	6	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	31	24	5	No	370
BMW M235i Convertible	3	6	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	31	24	5	No	370
BMW M235i Convertible	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small car	5	20	30	23	5	No	374
BMW M235i Convertible	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small car	6	20	30	23	5	No	374
BMW M3	3	6	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	24	19	4	No	459
BMW M3	3	6	AMS-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	24	19	4	No	459
BMW M3	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	26	20	4	No	439
BMW M3	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	26	20	4	No	439
BMW M4 Convertible	3	6	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	24	19	4	No	458
BMW M4 Convertible	3	6	AMS-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	24	19	4	No	458
BMW M4 Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	26	20	4	No	439
BMW M4 Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	26	20	4	No	439
BMW M4 Coupe	3	6	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	24	19	4	No	459
BMW M4 Coupe	3	6	AMS-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	24	19	4	No	459
BMW M4 Coupe	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV03.0S55	small car	5	17	26	20	4	No	439
BMW M4 Coupe	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV03.0S55	small car	6	17	26	20	4	No	439
BMW M5	4.4	8	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	midsize car	5	14	20	16	3	No	554
BMW M5	4.4	8	AMS-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	midsize car	5	14	20	16	3	No	554
BMW M5	4.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	midsize car	5	15	22	17	3	No	517
BMW M5	4.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	midsize car	5	15	22	17	3	No	517
BMW M6 Convertible	4.4	8	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Convertible	4.4	8	AMS-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Convertible	4.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW M6 Convertible	4.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW M6 Coupe	4.4	8	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Coupe	4.4	8	AMS-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Coupe	4.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW M6 Coupe	4.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW M6 Gran Coupe	4.4	8	AMS-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Gran Coupe	4.4	8	AMS-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	14	20	16	3	No	554
BMW M6 Gran Coupe	4.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW M6 Gran Coupe	4.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GBMXV04.4S63	small car	5	15	22	17	3	No	517
BMW X1 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	GBMXV02.0B46	large car	8	22	32	26	6	No	346
BMW X1 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0B46	large car	8	22	32	26	6	No	346
BMW X3 sDrive28i	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small SUV	5	21	28	24	5	No	372
BMW X3 sDrive28i	2	4	SemiAuto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small SUV	6	21	28	24	5	No	372
BMW X3 xDrive28d	2	4	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GBMXT02.0N47	small SUV	5	27	34	30	6	No	340
BMW X3 xDrive28d	2	4	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	GBMXT02.0N47	small SUV	6	27	34	30	6	No	340
BMW X3 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small SUV	5	21	28	24	5	No	372
BMW X3 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small SUV	6	21	28	24	5	No	372
BMW X3 xDrive35i	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small SUV	5	19	27	22	5	No	414
BMW X3 xDrive35i	3	6	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ03.0N55	small SUV	6	19	27	22	5	No	414
BMW X4 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ02.0N20	small SUV	5	20	28	23	5	No	387
BMW X4 xDrive28i	2	4	SemiAuto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	GBMXJ02.0N20	small SUV	6	20	28	23	5	No	387
BMW X4 xDrive35i	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXJ03.0N55	small SUV	5	19	27	22	5	No	414
